date;treatment;plots;species;cover;observer
2024_01;BF;10.8;Chamaecrista claussenii;20;Giacom
2024_01;BF;10.8;Cipura xanthomelas;1;Giacom
2024_01;BF;10.8;Croton gracilescens;1;Giacom
2024_01;BF;10.8;Cuphea hyssopoides;1;Giacom
2024_01;BF;10.8;Eriope sp;1;Giacom
2024_01;BF;10.8;Euphorbia potentilloides;1;Giacom
2024_01;BF;10.8;Gymneia chapadensis;5;Giacom
2024_01;BF;10.8;Hypenia sp;5;Giacom
2024_01;BF;10.8;Hyptis remota;1;Giacom
2024_01;BF;10.8;Medusantha mollissima;1;Giacom
2024_01;BF;10.8;Mimosa cavalcantina;1;Giacom
2024_01;BF;10.8;Oxalis goyazensis;5;Giacom
2024_01;BF;10.8;Porophyllum obscurum;1;Giacom
2024_01;BF;10.8;Ruellia nitens;5;Giacom
2024_01;BF;10.9;Croton gracilescens;5;Giacom
2024_01;BF;10.9;Deianira pallescens;1;Giacom
2024_01;BF;10.9;Diplusodon paraisoensis;5;Giacom
2024_01;BF;10.9;Eriope sp;1;Giacom
2024_01;BF;10.9;Hemipogon acerosus;1;Giacom
2024_01;BF;10.9;Hyptis remota;5;Giacom
2024_01;BF;10.9;Mimosa cavalcantina;1;Giacom
2024_01;BF;10.9;Mimosa gracilis;1;Giacom
2024_01;BF;10.9;Ruellia nitens;5;Giacom
2024_01;FE;12.1;Bernardia hirsutissima;5;Dezotti
2024_01;FE;12.1;Croton gracilescens;5;Dezotti
2024_01;FE;12.1;Eriosema congestum;5;Dezotti
2024_01;FE;12.1;Euphorbia potentilloides ;1;Dezotti
2024_01;FE;12.1;Gymneia chapadensis;1;Dezotti
2024_01;FE;12.1;Medusantha mollissima;5;Dezotti
2024_01;FE;12.1;Mimosa cavalcantina;5;Dezotti
2024_01;FE;12.10;Cayaponia weddellii;1;Dezotti
2024_01;FE;12.10;Croton gracilescens;10;Dezotti
2024_01;FE;12.10;Justicia lanstyakii;1;Dezotti
2024_01;FE;12.10;Pseudotrimezia juncifolia;1;Dezotti
2024_01;FE;12.2;Borreria tenella;1;Dezotti
2024_01;FE;12.2;Croton gracilescens;5;Dezotti
2024_01;FE;12.2;Dalechampia linearis;5;Dezotti
2024_01;FE;12.2;Deianira pallescens;1;Dezotti
2024_01;FE;12.2;Eriope sp;1;Dezotti
2024_01;FE;12.2;Gymneia chapadensis;5;Dezotti
2024_01;FE;12.2;Hyptis remota;1;Dezotti
2024_01;FE;12.2;Justicia lanstyakii;5;Dezotti
2024_01;FE;12.2;Kielmeyera rubriflora;10;Dezotti
2024_01;FE;12.2;Lippia horridula;1;Dezotti
2024_01;FE;12.2;Medusantha mollissima;5;Dezotti
2024_01;FE;12.2;Oxalis pyrenea var. macrochaeta;1;Dezotti
2024_01;FE;12.3;Croton gracilescens;5;Dezotti
2024_01;FE;12.3;Hyptis remota;5;Dezotti
2024_01;FE;12.3;Justicia lanstyakii;10;Dezotti
2024_01;FE;12.3;Medusantha mollissima;5;Dezotti
2024_01;FE;12.3;Oxalis pyrenea var. macrochaeta;1;Dezotti
2024_01;FE;12.4;Amasonia hirta;5;Dezotti
2024_01;FE;12.4;Anemopaegma arvense;1;Dezotti
2024_01;FE;12.4;Croton gracilescens;5;Dezotti
2024_01;FE;12.4;Galactia sp;5;Dezotti
2024_01;FE;12.4;Gymneia chapadensis;1;Dezotti
2024_01;FE;12.4;Justicia lanstyakii;10;Dezotti
2024_01;FE;12.4;Medusantha mollissima;1;Dezotti
2024_01;FE;12.4;Mimosa gracilis;1;Dezotti
2024_01;FE;12.4;Ruellia angustior;5;Dezotti
2024_01;FE;12.5;Chamaecrista claussenii;1;Dezotti
2024_01;FE;12.5;Croton gracilescens;5;Dezotti
2024_01;FE;12.5;Cuphea hyssopoides;1;Dezotti
2024_01;FE;12.5;Eriope sp;1;Dezotti
2024_01;FE;12.5;Justicia lanstyakii;1;Dezotti
2024_01;FE;12.5;Pombalia lanata;5;Dezotti
2024_01;FE;12.5;Ruellia nitens;10;Dezotti
2024_01;FE;12.6;Borreria tenella;1;Dezotti
2024_01;FE;12.6;Chamaecrista claussenii;5;Dezotti
2024_01;FE;12.6;Chamaecrista isidorea;5;Dezotti
2024_01;FE;12.6;Croton gracilescens;5;Dezotti
2024_01;FE;12.6;Eriope sp;1;Dezotti
2024_01;FE;12.6;Justicia lanstyakii;5;Dezotti
2024_01;FE;12.6;Medusantha mollissima;1;Dezotti
2024_01;FE;12.6;Mimosa gracilis;5;Dezotti
2024_01;FE;12.6;Pombalia lanata;5;Dezotti
2024_01;FE;12.6;Ruellia nitens;5;Dezotti
2024_01;FE;12.7;Borreria tenella;1;Dezotti
2024_01;FE;12.7;Cipura xanthomelas;1;Dezotti
2024_01;FE;12.7;Croton gracilescens;1;Dezotti
2024_01;FE;12.7;Deianira pallescens;1;Dezotti
2024_01;FE;12.7;Eriope sp;1;Dezotti
2024_01;FE;12.7;Hemipogon acerosus;1;Dezotti
2024_01;FE;12.7;Mimosa gracilis;5;Dezotti
2024_01;FE;12.7;Prestonia quinquangularis;1;Dezotti
2024_01;FE;12.7;Trixis glutinosa;5;Dezotti
2024_01;FE;12.8;Croton gracilescens;5;Dezotti
2024_01;FE;12.8;Eriope sp;1;Dezotti
2024_01;FE;12.8;Euphorbia potentilloides ;5;Dezotti
2024_01;FE;12.8;Gymneia chapadensis;5;Dezotti
2024_01;FE;12.8;Heteropterys pannosa;5;Dezotti
2024_01;FE;12.8;Medusantha mollissima;1;Dezotti
2024_01;FE;12.8;Justicia phylocallyx;5;Dezotti
2024_01;FE;12.8;Ruellia trachyphylla;10;Dezotti
2024_01;FE;12.9;Chamaecrista claussenii;5;Dezotti
2024_01;FE;12.9;Croton gracilescens;10;Dezotti
2024_01;FE;12.9;Declieuxia lancifolia;1;Dezotti
2024_01;FE;12.9;Gymneia chapadensis;5;Dezotti
2024_01;FE;12.9;Hypenia sp;1;Dezotti
2024_01;FE;12.9;Ipomoea paulistana;5;Dezotti
2024_01;FE;12.9;Kielmeyera rubriflora;20;Dezotti
2024_01;FE;12.9;Manihot kalungae;5;Dezotti
2024_01;FE;12.9;Ruellia trachyphylla;5;Dezotti
2024_01;FE;12.9;Tibouchina melastomoides;5;Dezotti
2024_01;FE;13.1;Bernardia hirsutissima;1;Giacom
2024_01;FE;13.1;Camarea ericoides;1;Giacom
2024_01;FE;13.1;Croton gracilescens;5;Giacom
2024_01;FE;13.1;Eriope sp;1;Giacom
2024_01;FE;13.1;Euphorbia potentilloides ;5;Giacom
2024_01;FE;13.1;Gymneia chapadensis;5;Giacom
2024_01;FE;13.1;Ichthyothere hirsuta;1;Giacom
2024_01;FE;13.1;Mimosa cavalcantina;5;Giacom
2024_01;FE;13.1;Mimosa gracilis;1;Giacom
2024_01;FE;13.10;Chamaecrista isidorea;5;Giacom
2024_01;FE;13.10;Cipura xanthomelas;5;Giacom
2024_01;FE;13.10;Croton gracilescens;5;Giacom
2024_01;FE;13.10;Cuphea hyssopoides;1;Giacom
2024_01;FE;13.10;Declieuxia lancifolia;1;Giacom
2024_01;FE;13.10;Diplusodon paraisoensis;1;Giacom
2024_01;FE;13.10;Eriope sp;1;Giacom
2024_01;FE;13.10;Mimosa cavalcantina;5;Giacom
2024_01;FE;13.10;Oxalis pyrenea var. macrochaeta;1;Giacom
2024_01;FE;13.2;Anemopaegma arvense;5;Giacom
2024_01;FE;13.2;Byttneria jaculifolia;5;Giacom
2024_01;FE;13.2;Camarea ericoides;1;Giacom
2024_01;FE;13.2;Croton gracilescens;5;Giacom
2024_01;FE;13.2;Eriope sp;1;Giacom
2024_01;FE;13.2;Eriosema congestum;5;Giacom
2024_01;FE;13.2;Gymneia chapadensis;1;Giacom
2024_01;FE;13.2;Mimosa cavalcantina;5;Giacom
2024_01;FE;13.2;Mimosa gracilis;1;Giacom
2024_01;FE;13.2;Oxalis pyrenea var. macrochaeta;1;Giacom
2024_01;FE;13.2;Pseudotrimezia juncifolia;10;Giacom
2024_01;FE;13.2;Senega celosioides;1;Giacom
2024_01;FE;13.2;Tibouchina melastomoides;5;Giacom
2024_01;FE;13.3;Croton gracilescens;5;Giacom
2024_01;FE;13.3;Ctenodon paniculatus;5;Giacom
2024_01;FE;13.3;Eriope sp;1;Giacom
2024_01;FE;13.3;Eriosema congestum;5;Giacom
2024_01;FE;13.3;Ichthyothere hirsuta;1;Giacom
2024_01;FE;13.3;Pseudotrimezia juncifolia;1;Giacom
2024_01;FE;13.4;Chamaecrista claussenii;5;Giacom
2024_01;FE;13.4;Croton gracilescens;5;Giacom
2024_01;FE;13.4;Desmodium platycarpum;1;Giacom
2024_01;FE;13.4;Diplusodon paraisoensis;5;Giacom
2024_01;FE;13.4;Eriope sp;1;Giacom
2024_01;FE;13.4;Eriosema congestum;10;Giacom
2024_01;FE;13.4;Euphorbia potentilloides ;1;Giacom
2024_01;FE;13.4;Gymneia chapadensis;1;Giacom
2024_01;FE;13.4;Heteropterys pannosa;5;Giacom
2024_01;FE;13.4;Ichthyothere hirsuta;1;Giacom
2024_01;FE;13.4;Oxalis pyrenea var. macrochaeta;1;Giacom
2024_01;FE;13.4;Pseudotrimezia juncifolia;1;Giacom
2024_01;FE;13.4;Ruellia trachyphylla;5;Giacom
2024_01;FE;13.5;Bernardia hirsutissima;1;Giacom
2024_01;FE;13.5;Croton gracilescens;5;Giacom
2024_01;FE;13.5;Eriope sp;1;Giacom
2024_01;FE;13.5;Eriosema congestum;5;Giacom
2024_01;FE;13.5;Gymneia chapadensis;1;Giacom
2024_01;FE;13.5;Heteropterys pannosa;1;Giacom
2024_01;FE;13.5;Manihot kalungae;1;Giacom
2024_01;FE;13.5;Pseudotrimezia juncifolia;1;Giacom
2024_01;FE;13.5;Ruellia angustior;5;Giacom
2024_01;FE;13.6;Aldama grandiflora;10;Giacom
2024_01;FE;13.6;Chamaecrista isidorea;5;Giacom
2024_01;FE;13.6;Croton gracilescens;5;Giacom
2024_01;FE;13.6;Eriope sp;1;Giacom
2024_01;FE;13.6;Eriosema congestum;5;Giacom
2024_01;FE;13.6;Euphorbia potentilloides ;1;Giacom
2024_01;FE;13.6;Heteropterys pannosa;1;Giacom
2024_01;FE;13.6;Ipomoea paulistana;1;Giacom
2024_01;FE;13.6;Pombalia lanata;5;Giacom
2024_01;FE;13.7;Anemopaegma arvense;1;Giacom
2024_01;FE;13.7;Bernardia hirsutissima;1;Giacom
2024_01;FE;13.7;Calliandra dysantha;1;Giacom
2024_01;FE;13.7;Croton gracilescens;10;Giacom
2024_01;FE;13.7;Cuphea hyssopoides;1;Giacom
2024_01;FE;13.7;Eriope sp;1;Giacom
2024_01;FE;13.7;Eriosema congestum;5;Giacom
2024_01;FE;13.7;Euphorbia potentilloides ;1;Giacom
2024_01;FE;13.7;Gymneia chapadensis;5;Giacom
2024_01;FE;13.7;Heteropterys pannosa;1;Giacom
2024_01;FE;13.7;Justicia lanstyakii;1;Giacom
2024_01;FE;13.7;Medusantha mollissima;1;Giacom
2024_01;FE;13.7;Pseudotrimezia juncifolia;1;Giacom
2024_01;FE;13.8;Chamaecrista ochrosperma;1;Giacom
2024_01;FE;13.8;Croton gracilescens;5;Giacom
2024_01;FE;13.8;Eriope sp;1;Giacom
2024_01;FE;13.8;Galactia sp;5;Giacom
2024_01;FE;13.8;Gymneia chapadensis;5;Giacom
2024_01;FE;13.8;Ipomoea paulistana;5;Giacom
2024_01;FE;13.8;Ruellia trachyphylla;5;Giacom
2024_01;FE;13.8;Tibouchina melastomoides;5;Giacom
2024_01;FE;13.9;Camarea ericoides;1;Giacom
2024_01;FE;13.9;Croton gracilescens;5;Giacom
2024_01;FE;13.9;Dalechampia linearis;5;Giacom
2024_01;FE;13.9;Eriope sp;1;Giacom
2024_01;FE;13.9;Euphorbia potentilloides ;1;Giacom
2024_01;FE;13.9;Heteropterys pannosa;1;Giacom
2024_01;FE;13.9;Hyptis remota;1;Giacom
2024_01;BF;17.1;Aldama grandiflora ;5;Dezotti
2024_01;BF;17.1;Pombalia lanata;5;Dezotti
2024_01;BF;17.1;Bernardia hirsutissima;1;Dezotti
2024_01;BF;17.1;Byttneria jaculifolia;5;Dezotti
2024_01;BF;17.1;Calliandra dysantha;5;Dezotti
2024_01;BF;17.1;Chamaecrista fagonioides;10;Dezotti
2024_01;BF;17.1;Croton gracilescens;10;Dezotti
2024_01;BF;17.1;Cuphea hyssopoides;1;Dezotti
2024_01;BF;17.1;Declieuxia lancifolia;1;Dezotti
2024_01;BF;17.1;Gymneia chapadensis;5;Dezotti
2024_01;BF;17.1;Heteropterys pannosa;10;Dezotti
2024_01;BF;17.1;Hyptis remota;5;Dezotti
2024_01;BF;17.1;Ipomoea fiebrigii;10;Dezotti
2024_01;BF;17.1;Justicia lanstyakii;5;Dezotti
2024_01;BF;17.1;Medusantha mollissima;5;Dezotti
2024_01;BF;17.1;Ruellia nitens;10;Dezotti
2024_01;BF;17.1;Stachytarpheta villosa;10;Dezotti
2024_01;BF;17.1;Tibouchina melastomoides;10;Dezotti
2024_01;BF;17.10;Ctenodon paniculatus;5;Dezotti
2024_01;BF;17.10;Amasonia hirta;10;Dezotti
2024_01;BF;17.10;Bernardia hirsutissima;5;Dezotti
2024_01;BF;17.10;Calliandra dysantha;10;Dezotti
2024_01;BF;17.10;Camarea ericoides;1;Dezotti
2024_01;BF;17.10;Chamaecrista ochrosperma;10;Dezotti
2024_01;BF;17.10;Croton gracilescens;10;Dezotti
2024_01;BF;17.10;Euphorbia potentilloides;10;Dezotti
2024_01;BF;17.10;Gymneia chapadensis;5;Dezotti
2024_01;BF;17.10;Justicia lanstyakii;10;Dezotti
2024_01;BF;17.10;Medusantha mollissima;5;Dezotti
2024_01;BF;17.10;Mimosa gracilis;5;Dezotti
2024_01;BF;17.10;Trixis glutinosa;5;Dezotti
2024_01;BF;17.2;Aldama grandiflora ;5;Dezotti
2024_01;BF;17.2;Cipura xanthomelas;5;Dezotti
2024_01;BF;17.2;Croton gracilescens;5;Dezotti
2024_01;BF;17.2;Crumenaria choretroides;1;Dezotti
2024_01;BF;17.2;Euphorbia potentilloides;5;Dezotti
2024_01;BF;17.2;Heteropterys pannosa;10;Dezotti
2024_01;BF;17.2;Hyptis remota;10;Dezotti
2024_01;BF;17.2;Ichthyothere hirsuta;5;Dezotti
2024_01;BF;17.2;Ruellia angustior;1;Dezotti
2024_01;BF;17.2;Ruellia nitens;10;Dezotti
2024_01;BF;17.3;Cuphea hyssopoides;1;Dezotti
2024_01;BF;17.3;Desmodium platycarpum;5;Dezotti
2024_01;BF;17.3;Eriope sp;1;Dezotti
2024_01;BF;17.3;Gymneia chapadensis;5;Dezotti
2024_01;BF;17.3;Heteropterys pannosa;10;Dezotti
2024_01;BF;17.3;Justicia lanstyakii;5;Dezotti
2024_01;BF;17.3;Manihot kalungae;1;Dezotti
2024_01;BF;17.3;Medusantha mollissima;1;Dezotti
2024_01;BF;17.3;Mimosa macrocephala;10;Dezotti
2024_01;BF;17.4;Aldama grandiflora ;20;Dezotti
2024_01;BF;17.4;Calliandra dysantha;5;Dezotti
2024_01;BF;17.4;Calolisianthus speciosus;5;Dezotti
2024_01;BF;17.4;Chamaecrista ochrosperma;10;Dezotti
2024_01;BF;17.4;Croton gracilescens;10;Dezotti
2024_01;BF;17.4;Cuphea spermacoce;5;Dezotti
2024_01;BF;17.4;Eriope sp;1;Dezotti
2024_01;BF;17.4;Gymneia chapadensis;10;Dezotti
2024_01;BF;17.4;Heteropterys pannosa;10;Dezotti
2024_01;BF;17.4;Mimosa macrocephala;5;Dezotti
2024_01;BF;17.4;Ruellia nitens;5;Dezotti
2024_01;BF;17.5;Aldama grandiflora ;5;Dezotti
2024_01;BF;17.5;Amasonia hirta;10;Dezotti
2024_01;BF;17.5;Calliandra dysantha;20;Dezotti
2024_01;BF;17.5;Croton gracilescens;10;Dezotti
2024_01;BF;17.5;Cuphea hyssopoides;1;Dezotti
2024_01;BF;17.5;Eriope sp;1;Dezotti
2024_01;BF;17.5;Euphorbia potentilloides;1;Dezotti
2024_01;BF;17.5;Heteropterys pannosa;5;Dezotti
2024_01;BF;17.5;Hyptis remota;5;Dezotti
2024_01;BF;17.5;Justicia lanstyakii;1;Dezotti
2024_01;BF;17.5;Lippia horridula;1;Dezotti
2024_01;BF;17.5;Ruellia trachyphylla;5;Dezotti
2024_01;BF;17.5;Tibouchina melastomoides;10;Dezotti
2024_01;BF;17.6;Aldama grandiflora ;5;Giacom
2024_01;BF;17.6;Chamaecrista ochrosperma;20;Giacom
2024_01;BF;17.6;Croton gracilescens;10;Giacom
2024_01;BF;17.6;Euphorbia potentilloides;1;Giacom
2024_01;BF;17.6;Gymneia chapadensis;5;Giacom
2024_01;BF;17.6;Heteropterys pannosa;5;Giacom
2024_01;BF;17.6;Manihot kalungae;1;Giacom
2024_01;BF;17.7;Aldama grandiflora ;5;Giacom
2024_01;BF;17.7;Pombalia lanata;1;Giacom
2024_01;BF;17.7;Bernardia hirsutissima;1;Giacom
2024_01;BF;17.7;Calliandra dysantha;1;Giacom
2024_01;BF;17.7;Croton gracilescens;5;Giacom
2024_01;BF;17.7;Gymneia chapadensis;1;Giacom
2024_01;BF;17.7;Hyptis remota;5;Giacom
2024_01;BF;17.7;Ichthyothere hirsuta;5;Giacom
2024_01;BF;17.7;Justicia lanstyakii;5;Giacom
2024_01;BF;17.7;Mimosa gracilis;1;Giacom
2024_01;BF;17.8;Aldama grandiflora ;5;Dezotti
2024_01;BF;17.8;Calliandra dysantha;10;Dezotti
2024_01;BF;17.8;Chamaecrista claussenii;10;Dezotti
2024_01;BF;17.8;Croton gracilescens;10;Dezotti
2024_01;BF;17.8;Declieuxia lancifolia;1;Dezotti
2024_01;BF;17.8;Euphorbia potentilloides;1;Dezotti
2024_01;BF;17.8;Gymneia chapadensis;5;Dezotti
2024_01;BF;17.8;Heteropterys pannosa;10;Dezotti
2024_01;BF;17.8;Ruellia trachyphylla;1;Dezotti
2024_01;BF;17.9;Ctenodon paniculatus;5;Dezotti
2024_01;BF;17.9;Bernardia hirsutissima;5;Dezotti
2024_01;BF;17.9;Chamaecrista ochrosperma;10;Dezotti
2024_01;BF;17.9;Cipura xanthomelas;5;Dezotti
2024_01;BF;17.9;Croton gracilescens;5;Dezotti
2024_01;BF;17.9;Eriope sp;1;Dezotti
2024_01;BF;17.9;Gymneia chapadensis;5;Dezotti
2024_01;BF;17.9;Heteropterys pannosa;10;Dezotti
2024_01;BF;17.9;Mimosa gracilis;1;Dezotti
2024_01;BF;17.9;Senega celosioides;1;Dezotti
2024_01;BF;17.9;Ruellia trachyphylla;5;Dezotti
2024_01;BF;17.9;Tibouchina melastomoides;5;Dezotti
2024_01;BF;2.1;Calliandra dysantha;5;Dezotti
2024_01;BF;2.1;Chamaecrista claussenii;10;Dezotti
2024_01;BF;2.1;Croton gracilescens;5;Dezotti
2024_01;BF;2.1;Eriope sp;1;Dezotti
2024_01;BF;2.1;Gymneia chapadensis;1;Dezotti
2024_01;BF;2.1;Hemipogon acerosus;5;Dezotti
2024_01;BF;2.1;Hyptis remota;5;Dezotti
2024_01;BF;2.1;Lippia horridula;5;Dezotti
2024_01;BF;2.1;Oxalis goyazensis;5;Dezotti
2024_01;BF;2.1;Senega longicaulis;1;Dezotti
2024_01;BF;2.1;Ruellia trachyphylla;10;Dezotti
2024_01;BF;2.1;Borreria tenella;1;Dezotti
2024_01;BF;2.10;Calolisianthus speciosus;1;Dezotti
2024_01;BF;2.10;Camarea ericoides;5;Dezotti
2024_01;BF;2.10;Croton gracilescens;5;Dezotti
2024_01;BF;2.10;Hyptis remota;10;Dezotti
2024_01;BF;2.10;Mimosa gracilis;5;Dezotti
2024_01;BF;2.2;Chamaecrista claussenii;40;Dezotti
2024_01;BF;2.2;Chamaecrista ochrosperma;10;Dezotti
2024_01;BF;2.2;Croton gracilescens;1;Dezotti
2024_01;BF;2.2;Declieuxia lancifolia;1;Dezotti
2024_01;BF;2.2;Euphorbia potentilloides;1;Dezotti
2024_01;BF;2.2;Gymneia chapadensis;1;Dezotti
2024_01;BF;2.2;Heteropterys pannosa;10;Dezotti
2024_01;BF;2.2;Lippia horridula;1;Dezotti
2024_01;BF;2.2;Mimosa gracilis;1;Dezotti
2024_01;BF;2.2;Ruellia trachyphylla;10;Dezotti
2024_01;BF;2.2;Trixis glutinosa;1;Dezotti
2024_01;BF;2.3;Ctenodon paniculatus;5;Dezotti
2024_01;BF;2.3;Anemopaegma arvense;5;Dezotti
2024_01;BF;2.3;Chamaecrista ochrosperma;5;Dezotti
2024_01;BF;2.3;Croton gracilescens;5;Dezotti
2024_01;BF;2.3;Eriope sp;5;Dezotti
2024_01;BF;2.3;Euphorbia potentilloides;1;Dezotti
2024_01;BF;2.3;Gymneia chapadensis;5;Dezotti
2024_01;BF;2.3;Mimosa gracilis;1;Dezotti
2024_01;BF;2.3;Ruellia trachyphylla;10;Dezotti
2024_01;BF;2.3;Tibouchina melastomoides;5;Dezotti
2024_01;BF;2.4;Anemopaegma arvense;5;Dezotti
2024_01;BF;2.4;Croton gracilescens;5;Dezotti
2024_01;BF;2.4;Eriope sp;1;Dezotti
2024_01;BF;2.4;Euphorbia potentilloides;1;Dezotti
2024_01;BF;2.4;Gymneia chapadensis;10;Dezotti
2024_01;BF;2.4;Hyptis remota;10;Dezotti
2024_01;BF;2.4;Ruellia trachyphylla;5;Dezotti
2024_01;BF;2.5;Pombalia lanata;5;Dezotti
2024_01;BF;2.5;Chamaecrista claussenii;50;Dezotti
2024_01;BF;2.5;Croton gracilescens;5;Dezotti
2024_01;BF;2.5;Cuphea spermacoce;1;Dezotti
2024_01;BF;2.5;Eriosema congestum;10;Dezotti
2024_01;BF;2.5;Euphorbia potentilloides;1;Dezotti
2024_01;BF;2.5;Gymneia chapadensis;1;Dezotti
2024_01;BF;2.5;Mimosa gracilis;1;Dezotti
2024_01;BF;2.5;Ruellia trachyphylla;10;Dezotti
2024_01;BF;2.5;Borreria tenella;1;Dezotti
2024_01;BF;2.6;Chamaecrista ochrosperma;5;Dezotti
2024_01;BF;2.6;Croton gracilescens;5;Dezotti
2024_01;BF;2.6;Cuphea spermacoce;1;Dezotti
2024_01;BF;2.6;Deianira pallescens;5;Dezotti
2024_01;BF;2.6;Eriope sp;1;Dezotti
2024_01;BF;2.6;Gymneia chapadensis;1;Dezotti
2024_01;BF;2.6;Hyptis remota;5;Dezotti
2024_01;BF;2.6;Justicia lanstyakii;1;Dezotti
2024_01;BF;2.6;Ruellia trachyphylla;10;Dezotti
2024_01;BF;2.6;Mimosa gracilis;1;Dezotti
2024_01;BF;2.6;Oxalis pyrenea var. macrochaeta;1;Dezotti
2024_01;BF;2.6;Ichthyothere hirsuta;1;Dezotti
2024_01;BF;2.7;Pombalia lanata;1;Dezotti
2024_01;BF;2.7;Chamaecrista ochrosperma;5;Dezotti
2024_01;BF;2.7;Croton gracilescens;5;Dezotti
2024_01;BF;2.7;Eriope sp;1;Dezotti
2024_01;BF;2.7;Gymneia chapadensis;5;Dezotti
2024_01;BF;2.7;Justicia lanstyakii;5;Dezotti
2024_01;BF;2.7;Manihot kalungae;1;Dezotti
2024_01;BF;2.8;Chamaecrista ochrosperma;5;Dezotti
2024_01;BF;2.8;Croton gracilescens;5;Dezotti
2024_01;BF;2.8;Eriope sp;1;Dezotti
2024_01;BF;2.8;Mimosa gracilis;5;Dezotti
2024_01;BF;2.8;Oxalis pyrenea var. macrochaeta;1;Dezotti
2024_01;BF;2.8;Porophyllum obscurum;1;Dezotti
2024_01;BF;2.8;Ruellia trachyphylla;10;Dezotti
2024_01;BF;2.8;Borreria tenella;1;Dezotti
2024_01;BF;2.9;Croton gracilescens;1;Dezotti
2024_01;BF;2.9;Eriope sp;1;Dezotti
2024_01;BF;2.9;Justicia lanstyakii;1;Dezotti
2024_01;BF;2.9;Lippia horridula;1;Dezotti
2024_01;BF;2.9;Mimosa gracilis;1;Dezotti
2024_01;BF;23.1;Aldama grandiflora;10;Dezotti
2024_01;BF;23.1;Pombalia lanata;5;Dezotti
2024_01;BF;23.1;Chamaecrista ochrosperma;5;Dezotti
2024_01;BF;23.1;Croton gracilescens;5;Dezotti
2024_01;BF;23.1;Euphorbia potentilloides;5;Dezotti
2024_01;BF;23.1;Heteropterys pannosa;5;Dezotti
2024_01;BF;23.1;Hyptis remota;5;Dezotti
2024_01;BF;23.1;Ichthyothere hirsuta;5;Dezotti
2024_01;BF;23.1;Mimosa gracilis;1;Dezotti
2024_01;BF;23.1;Mimosa macrocephala;5;Dezotti
2024_01;BF;23.1;Ruellia trachyphylla;10;Dezotti
2024_01;BF;23.1;Tibouchina melastomoides;5;Dezotti
2024_01;BF;23.10;Bernardia hirsutissima;5;Dezotti
2024_01;BF;23.10;Chamaecrista claussenii;10;Dezotti
2024_01;BF;23.10;Croton gracilescens;5;Dezotti
2024_01;BF;23.10;Cuphea hyssopoides;1;Dezotti
2024_01;BF;23.10;Eriope sp;1;Dezotti
2024_01;BF;23.10;Gymneia chapadensis;5;Dezotti
2024_01;BF;23.10;Heteropterys pannosa;5;Dezotti
2024_01;BF;23.10;Hyptis remota;5;Dezotti
2024_01;BF;23.10;Mimosa gracilis;5;Dezotti
2024_01;BF;23.10;Aristolochia claussenii;1;Dezotti
2024_01;BF;23.2;Aldama grandiflora;10;Dezotti
2024_01;BF;23.2;Pombalia lanata;1;Dezotti
2024_01;BF;23.2;Calliandra dysantha;10;Dezotti
2024_01;BF;23.2;Calolisianthus speciosus;5;Dezotti
2024_01;BF;23.2;Croton gracilescens;1;Dezotti
2024_01;BF;23.2;Cuphea hyssopoides;1;Dezotti
2024_01;BF;23.2;Deianira pallescens;5;Dezotti
2024_01;BF;23.2;Eriope sp;1;Dezotti
2024_01;BF;23.2;Euphorbia potentilloides;1;Dezotti
2024_01;BF;23.2;Hyptis remota;10;Dezotti
2024_01;BF;23.2;Mimosa gracilis;5;Dezotti
2024_01;BF;23.3;Ctenodon paniculatus;5;Dezotti
2024_01;BF;23.3;Camarea ericoides;5;Dezotti
2024_01;BF;23.3;Chamaecrista claussenii;20;Dezotti
2024_01;BF;23.3;Croton gracilescens;10;Dezotti
2024_01;BF;23.3;Eriope sp;5;Dezotti
2024_01;BF;23.3;Euphorbia potentilloides;1;Dezotti
2024_01;BF;23.3;Hyptis remota;5;Dezotti
2024_01;BF;23.3;Ichthyothere hirsuta;5;Dezotti
2024_01;BF;23.3;Justicia lanstyakii;5;Dezotti
2024_01;BF;23.3;Medusantha mollissima;1;Dezotti
2024_01;BF;23.3;Oxalis goyazensis;10;Dezotti
2024_01;BF;23.3;Tibouchina melastomoides;5;Dezotti
2024_01;BF;23.4;Pombalia lanata;5;Dezotti
2024_01;BF;23.4;Bernardia hirsutissima;5;Dezotti
2024_01;BF;23.4;Chamaecrista claussenii;20;Dezotti
2024_01;BF;23.4;Chamaecrista ochrosperma;10;Dezotti
2024_01;BF;23.4;Croton gracilescens;5;Dezotti
2024_01;BF;23.4;Deianira pallescens;1;Dezotti
2024_01;BF;23.4;Eriope sp;1;Dezotti
2024_01;BF;23.4;Euphorbia potentilloides;1;Dezotti
2024_01;BF;23.4;Gymneia chapadensis;5;Dezotti
2024_01;BF;23.4;Hyptis remota;5;Dezotti
2024_01;BF;23.4;Borreria tenella;5;Dezotti
2024_01;BF;23.5;Ayapana amygdalina;5;Dezotti
2024_01;BF;23.5;Chamaecrista claussenii;10;Dezotti
2024_01;BF;23.5;Chamaecrista isidorea;10;Dezotti
2024_01;BF;23.5;Cipura xanthomelas;5;Dezotti
2024_01;BF;23.5;Croton gracilescens;10;Dezotti
2024_01;BF;23.5;Cuphea hyssopoides;1;Dezotti
2024_01;BF;23.5;Eriope sp;5;Dezotti
